Symbol,'Market Cap',' Average Volume',' Previous Close',' Open',' Book Value',' Last Trade Price',' 200 Day Moving Average',' 50 Day Moving Average',' Change from 200 Day',' Change from 50 Day',' Earnings Share',' Estimate EPS Next Quarter',' Estimate EPS Next Year',' Next Year EPS Price Estimate',' Current Year Price EPS Estimate',' Day High',' Day Low',' Year High',' Year Low',' PEG Ratio',' PE Ratio',' Short Ratio'
PLCM,0.002563,0.00127,0.02616,0.026087,0.145331,0.025574,0.023093,0.025297,0.386267,0.332312,0.643287,0.095875,0.08097,0.007845,0.009863,0.025939,0.025937,0.022227,0.021023,0.005259,0.009948,0.152225
QQQ,0.034716,0.398811,0.194749,0.195224,0.103192,0.19349,0.180627,0.196069,0.433196,0.356744,0.639232,0.083612,0.067851,0.01282,0.01569,0.193497,0.196056,0.172089,0.169627,0.017322,0.009461,0.099979
PGNX,0.000537,0.000066,0.010444,0.010476,0.114045,0.010412,0.010162,0.012156,0.374244,0.318106,0.640854,0.075808,0.06467,0.01282,0.027748,0.010469,0.010294,0.01196,0.006295,0.008904,0.009937,0.309133
PSEC,0.034716,0.036114,0.015751,0.015661,0.103192,0.015651,0.016876,0.016026,0.36489,0.326545,0.639232,0.098662,0.08203,0.00434,0.005057,0.015644,0.01575,0.017752,0.016317,0.008227,0.009461,0.099979
QCOM,0.15695,0.128278,0.130492,0.128796,0.233625,0.128081,0.131947,0.136074,0.338591,0.312865,0.703194,0.147157,0.138484,0.00726,0.008981,0.128142,0.129498,0.132582,0.126808,0.006874,0.00295,0.021077
RRD,0.004606,0.004128,0.031067,0.031143,0.128093,0.031043,0.02984,0.03131,0.378071,0.33073,0.653222,0.100892,0.089319,0.005672,0.006852,0.031096,0.031058,0.033699,0.029151,0.01406,0.003236,0.405152
GOLD,0.009871,0.000582,0.145269,0.145093,0.288961,0.143454,0.132053,0.148067,0.429029,0.334275,0.673159,0.119844,0.111582,0.013115,0.017744,0.144288,0.144359,0.145469,0.11813,0.032702,0.006505,0.028103
RTK,0.000375,0.006057,0.002294,0.002253,0.106154,0.002203,0.002682,0.002237,0.370621,0.325183,0.636069,0.08194,0.068778,0.009789,0.01569,0.002221,0.002155,0.003596,0.002139,0.017322,0.009461,0.187354
REXX,0.000351,0.033645,0.008743,0.00892,0.166581,0.009053,0.01617,0.00746,0.330044,0.335354,0.641138,0.074136,0.058442,0.01282,0.008569,0.00917,0.008953,0.035,0.005011,0.00125,0.006998,0.084309
RFMD,0.034716,0.137258,0.030825,0.081272,0.103192,0.030351,0.021587,0.028835,0.423632,0.339956,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.027076,0.009146,0.017322,0.009461,0.099979
RVBD,0.004438,0.030476,0.038762,0.038569,0.133067,0.038221,0.034584,0.039242,0.392052,0.328447,0.645179,0.099777,0.085608,0.008597,0.010821,0.038154,0.038786,0.036237,0.034019,0.00604,0.010053,0.009368
RCPI,0.000041,0.000397,0.000286,0.000281,0.103031,0.000282,0.00023,0.000242,0.373991,0.32512,0.635798,0.083612,0.067851,0.01282,0.01569,0.000274,0.000241,0.00096,0.000244,0.017322,0.009461,0.288056
ROSE,0.001949,0.014798,0.042108,0.042755,0.237359,0.042686,0.063302,0.038457,0.245711,0.35714,0.673876,0.075251,0.06202,0.01282,0.006035,0.044591,0.042995,0.089429,0.03241,0.017322,0.001642,0.081967
ROST,0.026967,0.005258,0.176236,0.17589,0.16149,0.174201,0.147655,0.179603,0.517313,0.33734,0.696544,0.155518,0.131328,0.010954,0.013999,0.174251,0.175868,0.158307,0.125932,0.009373,0.00459,0.056206
SLXP,0.012403,0.010504,0.266423,0.266431,0.149237,0.262158,0.237325,0.240726,0.498859,0.49928,0.622727,0.119844,0.118341,0.020882,0.02291,0.263333,0.266077,0.28067,0.175168,0.009529,0.009461,0.166276
SNDK,0.024315,0.035634,0.149396,0.149945,0.270162,0.15072,0.167928,0.162925,0.256212,0.296011,0.696409,0.145485,0.150146,0.007131,0.009721,0.150908,0.150299,0.17619,0.145529,0.004634,0.003858,0.056206
SAPE,0.004777,0.010754,0.04642,0.081272,0.128404,0.045706,0.034826,0.047426,0.434942,0.326529,0.646801,0.091416,0.078055,0.017996,0.027149,0.081017,0.081099,0.039882,0.026156,0.010935,0.009442,0.067916
SRPT,0.000712,0.00047,0.022981,0.022995,0.141697,0.02325,0.031873,0.024597,0.319669,0.323216,0.604601,0.037347,0.023456,0.01282,0.01569,0.023232,0.022901,0.064289,0.02306,0.102999,0.009461,0.320843
SGMS,0.001555,0.00034,0.023762,0.023921,0.110116,0.024696,0.020655,0.024013,0.395734,0.334242,0.60867,0.03233,0.034588,0.01282,0.01569,0.024805,0.024074,0.027271,0.014178,0.017322,0.009461,0.374707
STX,0.027359,0.023927,0.113001,0.113536,0.165969,0.112214,0.109798,0.119987,0.377853,0.310291,0.720739,0.147157,0.139677,0.006173,0.007875,0.112781,0.113296,0.112128,0.098757,0.010154,0.001912,0.091335
SGEN,0.005256,0.00353,0.057684,0.057681,0.112645,0.057126,0.064988,0.060873,0.32111,0.318541,0.630851,0.073021,0.063477,0.01282,0.01569,0.057282,0.057204,0.090308,0.061194,0.017322,0.009461,0.409836
SQNM,0.000572,0.006418,0.006643,0.006642,0.100736,0.006568,0.005986,0.006803,0.376598,0.325149,0.635028,0.081382,0.06732,0.01282,0.01569,0.006555,0.006532,0.006021,0.004461,0.017322,0.009461,0.28103
SIMG,0.000765,0.014485,0.013483,0.013365,0.119997,0.013285,0.009633,0.011916,0.39445,0.33517,0.646396,0.085284,0.070103,0.023718,0.029105,0.01323,0.013459,0.01113,0.008332,0.011716,0.002702,0.016393
SSRI,0.000663,0.02417,0.010862,0.010865,0.158956,0.011061,0.011441,0.011248,0.370395,0.326458,0.637731,0.090858,0.071429,0.011995,0.01569,0.011319,0.010945,0.01907,0.007965,0.017322,0.009461,0.056206
SINA,0.003319,0.001146,0.069041,0.068793,0.296324,0.068802,0.073522,0.070234,0.338939,0.333476,0.671375,0.087514,0.08044,0.021712,0.032206,0.069314,0.069141,0.126919,0.071053,0.012185,0.003121,0.051522
SIRI,0.0293,0.372356,0.007071,0.007031,0.104482,0.007059,0.006087,0.006697,0.378903,0.328408,0.640313,0.085284,0.069838,0.014074,0.020336,0.007012,0.007072,0.005418,0.00605,0.007342,0.010099,0.088993
SWKS,0.021392,0.030557,0.153076,0.153649,0.182123,0.150976,0.113001,0.147189,0.588233,0.380262,0.678444,0.149944,0.141267,0.008207,0.010744,0.15217,0.151659,0.137431,0.063679,0.004166,0.005905,0.035129
SLM,0.005362,0.037761,0.017238,0.017087,0.119769,0.017028,0.016603,0.018326,0.374684,0.322009,0.644909,0.093088,0.076464,0.007878,0.011619,0.017125,0.017184,0.016239,0.016663,0.007655,0.004534,0.126464
SWHC,0.000921,0.004432,0.023223,0.023106,0.119719,0.023122,0.01901,0.021226,0.396309,0.34026,0.654965,0.09699,0.08044,0.007254,0.0114,0.023415,0.023143,0.02732,0.018374,0.006665,0.002056,0.138173
SPLS,0.014892,0.169702,0.031829,0.031865,0.155489,0.031339,0.024915,0.032892,0.409459,0.324034,0.651816,0.093088,0.080572,0.009861,0.011387,0.031516,0.031775,0.03077,0.021776,0.017322,0.003727,0.098361
SBUX,0.093167,0.050418,0.168745,0.168631,0.145959,0.167338,0.142223,0.161155,0.509336,0.396717,0.683811,0.128205,0.116618,0.013667,0.018574,0.167293,0.16773,0.14856,0.138358,0.008071,0.005718,0.030445
STLD,0.006395,0.03033,0.035602,0.035736,0.170398,0.03575,0.038188,0.034851,0.355729,0.337975,0.648288,0.107581,0.095282,0.005081,0.007424,0.03607,0.035956,0.040712,0.033164,0.003697,0.005951,0.01171
SSYS,0.004578,0.009112,0.122592,0.122203,0.388931,0.121169,0.181413,0.142209,0,0.242556,0.630797,0.104236,0.09674,0.016781,0.020915,0.121083,0.121974,0.212508,0.104991,0.007759,0.009461,0.213115
SNSS,0.00019,0.008826,0.004134,0.004105,0.103515,0.004143,0.006791,0.004602,0.357392,0.323402,0.627742,0.075808,0.060827,0.01282,0.01569,0.004123,0.004092,0.012969,0.002017,0.017322,0.009461,0.079625
SPWR,0.00504,0.016046,0.050956,0.051051,0.16189,0.051691,0.054791,0.048676,0.350264,0.352859,0.650991,0.097547,0.085873,0.011154,0.013272,0.052235,0.051357,0.067658,0.046323,0.044939,0.006588,0.103044
SUSQ,0.003324,0.022418,0.024636,0.024624,0.187258,0.024586,0.02045,0.024862,0.396315,0.32917,0.649761,0.093645,0.078585,0.009042,0.011439,0.024549,0.024708,0.02143,0.018313,0.018642,0.003426,0.037471
SYMC,0.024407,0.03198,0.047833,0.047885,0.15086,0.047701,0.04438,0.048803,0.38927,0.33025,0.657209,0.10981,0.093692,0.007276,0.008672,0.047828,0.048023,0.043657,0.036545,0.009685,0.003934,0.046838
TROW,0.029093,0.003641,0.152593,0.152204,0.218016,0.150271,0.145535,0.158082,0.3883,0.319039,0.700734,0.150502,0.139279,0.008407,0.010802,0.151054,0.15232,0.143435,0.146201,0.006353,0.003648,0.12178
TTWO,0.003301,0.006649,0.05077,0.050551,0.154472,0.050318,0.045265,0.054836,0.399453,0.312881,0.627986,0.080268,0.085608,0.011282,0.009843,0.050406,0.050593,0.049319,0.037564,0.002552,0.009461,0.262295
TASR,0.001893,0.02531,0.048818,0.048755,0.115684,0.048559,0.03505,0.050678,0.450497,0.3251,0.644233,0.088071,0.074212,0.030415,0.044385,0.048797,0.049048,0.045252,0.021287,0.012237,0.015197,0.149883
TXN,0.081052,0.054293,0.104079,0.104332,0.158356,0.104289,0.09041,0.103116,0.447566,0.355527,0.673997,0.124303,0.110257,0.009672,0.012288,0.104232,0.104804,0.090698,0.084457,0.009894,0.004462,0.074941
GT,0.009762,0.032564,0.048316,0.048311,0.14088,0.047884,0.044867,0.050153,0.387428,0.324149,0.666171,0.113712,0.108137,0.004686,0.005758,0.048065,0.048433,0.046358,0.038419,0.004166,0.00256,0.037471
HAIN,0.008098,0.001531,0.107165,0.107332,0.192126,0.107693,0.093685,0.106688,0.448025,0.355441,0.657034,0.113712,0.096475,0.014792,0.019642,0.10777,0.107262,0.097565,0.083164,0.00979,0.009261,0.154567
CUBA,0.034716,0.002415,0.015918,0.015865,0.103192,0.016002,0.01435,0.016935,0.382167,0.323694,0.639232,0.083612,0.067851,0.01282,0.01569,0.016485,0.015918,0.023561,0.012976,0.017322,0.009461,0.099979
MDCO,0.002522,0.001009,0.053372,0.053459,0.181634,0.05266,0.045231,0.051545,0.413538,0.34309,0.633771,0.085284,0.078452,0.019924,0.01569,0.052966,0.0532,0.051484,0.040558,0.017322,0.009461,0.128806
WTSL,0.034716,0.039286,0.000044,0.081272,0.103192,0.000044,0.000675,0.000039,0.3699,0.324876,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.003254,0.000041,0.017322,0.009461,0.099979
TIBX,0.034716,0.063755,0.044655,0.081272,0.103192,0.043967,0.038734,0.045194,0.401125,0.328717,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.039719,0.037054,0.017322,0.009461,0.099979
TIVO,0.001492,0.00872,0.019915,0.019939,0.124626,0.01959,0.022283,0.02084,0.355687,0.322866,0.642192,0.088629,0.073416,0.01414,0.028648,0.019703,0.019847,0.022455,0.0209,0.016871,0.010389,0.088993
TSEM,0.001034,0.003071,0.026048,0.026754,0.122186,0.026215,0.020766,0.026433,0.404065,0.329853,0.632122,0.11204,0.09992,0.003148,0.004709,0.026433,0.026197,0.026197,0.014035,0.002604,0.009461,0.091335
TRMB,0.009432,0.007877,0.049097,0.049218,0.153722,0.049,0.052093,0.048938,0.350563,0.336685,0.65018,0.104794,0.089716,0.008842,0.011799,0.048943,0.049085,0.064566,0.048218,0.006769,0.006828,0.163934
TQNT,0.034716,0.032835,0.051197,0.081272,0.103192,0.050409,0.035916,0.048205,0.456248,0.348295,0.639232,0.083612,0.067851,0.01282,0.01569,0.081017,0.081099,0.045854,0.016195,0.017322,0.009461,0.099979
FOX,0.096526,0.034631,0.062387,0.062367,0.154839,0.061134,0.06079,0.064866,0.37012,0.319563,0.696152,0.107023,0.095282,0.008959,0.012841,0.06167,0.062158,0.060758,0.061316,0.004947,0.001452,0.007026
FOXA,0.099791,0.124763,0.064701,0.064645,0.154839,0.063202,0.062869,0.067398,0.369859,0.317608,0.696152,0.105909,0.095415,0.009249,0.013086,0.06392,0.064262,0.063102,0.063149,0.006353,0.001518,0.126464
UMPQ,0.004959,0.009225,0.030454,0.030495,0.198627,0.030333,0.03006,0.030831,0.372537,0.32935,0.649775,0.101449,0.085476,0.006786,0.00828,0.03051,0.030518,0.031095,0.029925,0.006509,0.004296,0.079625
URBN,0.006831,0.018166,0.069989,0.071404,0.160223,0.069891,0.062546,0.067315,0.411431,0.354831,0.662089,0.100334,0.093825,0.010625,0.014508,0.070521,0.070166,0.06538,0.056794,0.008852,0.004571,0.112412
VNR,0.001976,0.002946,0.031625,0.032551,0.190503,0.031698,0.041788,0.029308,0.310058,0.344876,0.658169,0.090858,0.076332,0.014737,0.008962,0.032648,0.032157,0.052964,0.024221,0.024318,0.002364,0.032787
VRSN,0.00996,0.00041,0.113336,0.11398,0.061749,0.113238,0.102241,0.108692,0.429396,0.375389,0.673294,0.126533,0.113438,0.0098,0.012481,0.113302,0.114209,0.099078,0.094602,0.008384,0.004992,0.503513
VRTX,0.035759,0.007195,0.201887,0.202595,0.128388,0.1992,0.193753,0.225299,0.388047,0.234266,0.596734,0.041249,0.119136,0.015561,0.01569,0.200556,0.201205,0.206976,0.121776,0.017322,0.009461,0.039813
VIAB,0.037355,0.033501,0.124813,0.124944,0.148926,0.123981,0.134363,0.133341,0.299762,0.304709,0.712791,0.171683,0.154121,0.005672,0.007347,0.124356,0.123501,0.145257,0.128539,0.005832,0.002405,0.067916
VGGL,0.000042,0.012385,0.00352,0.003586,0.109072,0.003503,0.005244,0.004866,0.362901,0.318489,0.549925,0.088629,0.0652,0.01282,0.01569,0.003538,0.003422,0.077307,0.002567,0.017322,0.009461,0.051522
VIP,0.011234,0.021558,0.008595,0.008735,0.128415,0.008719,0.010817,0.007642,0.360272,0.332562,0.611265,0.083612,0.075007,0.004697,0.006388,0.008786,0.008636,0.016158,0.006274,0.001302,0.009461,0.039813
VVUS,0.000359,0.013179,0.004654,0.004605,0.108872,0.004665,0.006108,0.005254,0.36459,0.32284,0.629486,0.069119,0.053671,0.01282,0.01569,0.004654,0.004642,0.010967,0.004889,0.017322,0.009461,0.370023
VOD,0.127871,0.045684,0.065101,0.065515,0.327971,0.065051,0.060754,0.066435,0.393541,0.332845,1,0.083612,0.081235,0.019244,0.022447,0.065145,0.065696,0.067772,0.058301,0.017322,0,0.016393
VOLC,0.001258,0.01739,0.033353,0.033199,0.136067,0.032858,0.024079,0.034172,0.423487,0.32565,0.629107,0.08194,0.067983,1,0.01569,0.032815,0.033386,0.039264,0.019963,0.017322,0.009461,0.096019
WRES,0.000138,0.017164,0.002219,0.002235,0.123231,0.002313,0.006239,0.002408,0.349867,0.324885,0.64399,0.076366,0.058707,0.01282,0.003583,0.002331,0.002267,0.010625,0.002017,0.002395,0.000458,0.042155
WEN,0.005496,0.037503,0.020249,0.020309,0.129443,0.020258,0.015486,0.01915,0.40054,0.335436,0.643557,0.088629,0.073151,0.015104,0.019944,0.020197,0.02007,0.017915,0.015482,0.014945,0.007142,0.079625
WDC,0.033966,0.011757,0.197184,0.196984,0.320319,0.196327,0.181811,0.20284,0.442878,0.336695,0.727808,0.19621,0.187119,0.006491,0.008087,0.197264,0.197564,0.185822,0.164535,0.007603,0.003245,0.032787
WPRT,0.000481,0.001671,0.01023,0.010235,0.124009,0.010274,0.013955,0.007169,0.35061,0.343606,0.601844,0.064103,0.053141,0.01282,0.01569,0.010725,0.009884,0.030086,0.00658,0.017322,0.009461,0.327869
WFM,0.027482,0.034337,0.099451,0.100961,0.161985,0.10288,0.078735,0.098708,0.509465,0.370981,0.660318,0.109253,0.093427,0.015372,0.019925,0.103747,0.101526,0.090178,0.073477,0.012602,0.007194,0.119438
WIN,0.00719,0.071109,0.016401,0.016365,0.107427,0.016058,0.017747,0.015874,0.362053,0.329584,0.642679,0.085842,0.070103,0.02886,0.040486,0.016156,0.016253,0.020844,0.015563,0.017322,0.007266,0.24356
WETF,0.003301,0.012517,0.035324,0.035458,0.110867,0.033316,0.024319,0.031787,0.424754,0.34072,0.645179,0.090301,0.076862,0.0155,0.025387,0.035631,0.033553,0.030737,0.018537,0.008175,0.009135,0.100703
WMGI,0.001727,0.000991,0.047052,0.046959,0.145714,0.046493,0.051916,0.049137,0.336772,0.321847,0.560712,0.069677,0.055394,0.01282,0.01569,0.046767,0.046813,0.054201,0.047973,0.017322,0.009461,0.203747
WYNN,0.021096,0.009618,0.281107,0.281191,0.108405,0.281283,0.314471,0.284476,0.147977,0.374136,0.736284,0.179487,0.171879,0.010658,0.014765,0.282479,0.280491,0.404872,0.272092,0.009009,0.004307,0.070258
XLNX,0.014428,0.030795,0.074209,0.074127,0.16009,0.07432,0.076223,0.078425,0.35538,0.320699,0.671362,0.113712,0.097933,0.009722,0.010795,0.074288,0.074393,0.089657,0.073803,0.011977,0.003378,0.046838
XOMA,0.000496,0.022499,0.006178,0.006216,0.102253,0.00622,0.007246,0.006694,0.366958,0.32381,0.624133,0.076923,0.060429,0.01282,0.01569,0.006226,0.006122,0.014775,0.006539,0.017322,0.009461,0.138173
YHOO,0.05694,0.226063,0.079841,0.079423,0.326837,0.079655,0.079349,0.09037,0.368174,0.287157,0.739933,0.09476,0.080175,0.025657,0.030617,0.079829,0.079775,0.084824,0.065472,0.017322,0.000973,0.025761
ZION,0.007194,0.020601,0.047406,0.047496,0.277608,0.047719,0.05,0.049315,0.355567,0.327657,0.662346,0.105351,0.093825,0.007176,0.010101,0.048038,0.047465,0.053436,0.048299,0.011039,0.002968,0.112412
ZIOP,0.001303,0.020955,0.017164,0.016957,0.105171,0.017137,0.007356,0.013491,0.430974,0.348064,0.635095,0.076923,0.061092,0.01282,0.01569,0.017519,0.016774,0.015458,0.004685,0.017322,0.009461,0.084309
DDD,0.004941,0.022831,0.058372,0.058293,0.168259,0.059835,0.071065,0.0579,0.300591,0.349089,0.641908,0.095875,0.0815,0.016915,0.027593,0.059805,0.057782,0.133688,0.054981,0.010414,0.034309,0.297424
MMM,0.143089,0.016912,0.305717,0.305377,0.218177,0.303318,0.273856,0.312649,0.522909,0.347001,0.740474,0.200111,0.187252,0.010095,0.012848,0.303261,0.306954,0.272827,0.26207,0.010779,0.004503,0.077283
ABB,0.064553,0.012665,0.038576,0.038681,0.143214,0.038477,0.038912,0.038545,0.367526,0.333529,0.654506,0.099777,0.085343,0.008686,0.010345,0.038556,0.038879,0.042079,0.038969,0.010987,0.00372,0.028103
ABT,0.091995,0.051216,0.083503,0.083349,0.187658,0.082272,0.078041,0.085639,0.39155,0.326455,0.659358,0.112598,0.099788,0.010307,0.013356,0.082499,0.083388,0.074866,0.074638,0.011196,0.006293,0.04918
ANF,0.002347,0.018454,0.045547,0.045792,0.215032,0.045596,0.059678,0.051584,0.284754,0.304036,0.652262,0.072464,0.090644,0.007861,0.009953,0.04609,0.045621,0.073239,0.048075,0.00578,0.00526,0.23185
ACN,0.075751,0.019673,0.163485,0.163019,0.151794,0.162414,0.149452,0.168723,0.436671,0.329802,0.702261,0.153289,0.137026,0.00931,0.011748,0.162831,0.163801,0.148804,0.150682,0.009685,0.003827,0.147541
ACE,0.050283,0.00446,0.209024,0.208336,0.603445,0.206045,0.195786,0.214738,0.416368,0.327506,0.753045,0.215162,0.195733,0.006413,0.007624,0.206682,0.20911,0.191029,0.1934,0.00979,0.002628,0.063232
ACT,0.100628,0.024352,0.515812,0.519183,0.714484,0.511296,0.44329,0.513572,0.735578,0.433024,0.567402,0.304905,0.2881,0.009226,0.012893,0.513783,0.515343,0.463092,0.376248,0.004582,0.009461,0.192037
AMD,0.034716,0.203937,0.005695,0.005642,0.103192,0.005681,0.005462,0.005,0.374494,0.329761,0.639232,0.083612,0.067851,0.01282,0.01569,0.005696,0.005638,0.007013,0.004339,0.017322,0.009461,0.099979
ASX,0.014907,0.00167,0.013037,0.013031,0.120363,0.013023,0.010977,0.012224,0.384813,0.332108,0.645517,0.083612,0.075404,0.006786,0.009129,0.012983,0.013074,0.010674,0.009859,0.003385,0.003007,0.028103
ACM,0.005553,0.007587,0.050157,0.050088,0.228824,0.048616,0.05752,0.052812,0.315629,0.314176,0.647815,0.12709,0.111317,0.004507,0.005874,0.049583,0.049383,0.061426,0.05054,0.003541,0.008982,0.077283
AER,0.012275,0.001846,0.078744,0.078738,0.30117,0.07786,0.076278,0.076124,0.376019,0.352281,0.691894,0.155518,0.137026,0.004446,0.005404,0.078201,0.078881,0.080594,0.072072,0.002083,0.002087,0.145199
ARO,0.000376,0.021762,0.006271,0.006235,0.110489,0.006413,0.005333,0.004929,0.379608,0.334163,0.593963,0.063545,0.056056,0.01282,0.01569,0.006464,0.00601,0.011797,0.004319,0.003593,0.009461,0.154567
AET,0.046098,0.014005,0.179284,0.179872,0.338951,0.177477,0.152293,0.176054,0.508814,0.37404,0.716008,0.186734,0.173999,0.00663,0.00855,0.177606,0.178718,0.158193,0.131738,0.007238,0.003417,0.035129
AFL,0.037197,0.012478,0.114191,0.113776,0.338257,0.11322,0.106775,0.11366,0.402007,0.349138,0.727092,0.169454,0.153194,0.005237,0.006479,0.113311,0.114246,0.106612,0.111998,0.049781,0.001775,0.067916
AGCO,0.005994,0.0048,0.090696,0.091294,0.31424,0.088916,0.081961,0.085866,0.407322,0.361794,0.698166,0.147715,0.108004,0.008898,0.010519,0.090289,0.090167,0.095498,0.08464,0.008956,0.002155,0.28103
A,0.018129,0.018002,0.073094,0.073238,0.191087,0.07281,0.072349,0.075361,0.369745,0.328526,0.659372,0.105351,0.094222,0.010931,0.014533,0.073063,0.073574,0.069481,0.072545,0.010258,0.005471,0.018735
AEM,0.00925,0.025597,0.057183,0.0592,0.208724,0.059597,0.054753,0.058194,0.397336,0.346231,0.610224,0.094203,0.083488,0.014452,0.022408,0.060445,0.058973,0.068211,0.044082,0.011873,0.009461,0.016393
APD,0.044072,0.001899,0.278821,0.279543,0.293846,0.277,0.246626,0.276978,0.530835,0.390058,0.703573,0.175585,0.164988,0.011327,0.014758,0.276828,0.279513,0.246174,0.2253,0.010519,0.006586,0.065574
AKS,0.00106,0.123338,0.007963,0.008031,0.08775,0.008051,0.012443,0.008762,0.346529,0.322989,0.630392,0.089744,0.079777,0.00258,0.005661,0.008073,0.00805,0.017704,0.007354,0.009217,0.009461,0.084309
AGI,0.000997,0.002913,0.010416,0.010513,0.137434,0.010549,0.013998,0.012858,0.351976,0.315165,0.638691,0.08194,0.06679,0.01282,0.01569,0.010523,0.010536,0.017476,0.010389,0.017322,0.009461,0.058548
ALK,0.011252,0.006124,0.119897,0.117703,0.193087,0.115252,0.094785,0.121678,0.48619,0.318095,0.698977,0.17893,0.153459,0.005488,0.006562,0.116219,0.114898,0.115382,0.078346,0.002552,0.002898,0.119438
ALB,0.005693,0.011294,0.098837,0.097979,0.199867,0.098121,0.10696,0.107217,0.311444,0.300022,0.662089,0.12932,0.122449,0.007115,0.009657,0.098902,0.098193,0.123323,0.095274,0.009373,0.006573,0.046838
ALU,0.014744,0.080595,0.006903,0.007068,0.107405,0.007132,0.005657,0.006563,0.381917,0.329513,0.638583,0.085284,0.072224,0.006201,0.011304,0.007104,0.007109,0.006265,0.004624,0.017322,0.009461,0.028103
AA,0.025839,0.205675,0.028725,0.029032,0.15919,0.028594,0.028931,0.030126,0.369028,0.3235,0.64207,0.100334,0.086006,0.006207,0.008557,0.02881,0.028898,0.028085,0.022632,0.001823,0.015769,0.039813
ATI,0.004841,0.001596,0.058967,0.060256,0.23577,0.059981,0.062994,0.05884,0.350022,0.344947,0.638867,0.100892,0.102173,0.006747,0.015376,0.060171,0.059998,0.074573,0.055225,0.008227,0.009461,0.091335
AGN,0.091911,0.021437,0.420216,0.420679,0.247667,0.415103,0.345759,0.41839,0.752536,0.405095,0.707046,0.205686,0.204479,0.01214,0.016631,0.416426,0.421037,0.370896,0.236158,0.00854,0.009541,0.023419
ALL,0.040662,0.01557,0.132295,0.13187,0.376172,0.130561,0.117036,0.134893,0.443,0.332721,0.722834,0.157191,0.150278,0.006296,0.0079,0.131031,0.132477,0.117774,0.105174,0.009425,0.002224,0.053864
ALJ,0.00116,0.000693,0.023446,0.023458,0.155744,0.022719,0.025315,0.023104,0.355986,0.328157,0.642327,0.083612,0.074212,0.014569,0.01795,0.023708,0.022827,0.027808,0.020921,0.002864,0.011732,0.238876
ANR,0.000369,0.07771,0.002201,0.002373,0.186458,0.00224,0.004009,0.002287,0.362852,0.325123,0.571295,0.040134,0.029552,0.01282,0.01569,0.002423,0.002155,0.008299,0.001772,0.017322,0.009461,0.192037
MO,0.147845,0.068522,0.101774,0.101443,0.111706,0.101196,0.08563,0.099867,0.458002,0.355622,0.673795,0.123188,0.107739,0.010056,0.012494,0.101078,0.101601,0.08899,0.070748,0.013018,0.004385,0.044496
ABEV,0.137246,0.152835,0.01168,0.011753,0.108605,0.011766,0.011596,0.012066,0.373635,0.32603,0.643003,0.088071,0.072091,0.010876,0.012964,0.01173,0.011755,0.012074,0.011306,0.014789,0.00463,0.099979
AEE,0.014012,0.007132,0.078949,0.078608,0.258359,0.07777,0.075164,0.086944,0.382188,0.294825,0.670888,0.099777,0.101776,0.009165,0.01149,0.077945,0.078322,0.077535,0.074638,0.010414,0.00367,0.051522
AMX,0.099643,0.036323,0.03813,0.038032,0.123864,0.039008,0.042123,0.042262,0.35135,0.316876,0.654641,0.110368,0.092234,0.006134,0.007585,0.039087,0.038265,0.043055,0.038725,0.012862,0.00364,0.142857
AXL,0.002558,0.001352,0.04564,0.045755,0.115612,0.045468,0.035955,0.045307,0.42674,0.336374,0.667996,0.118172,0.102968,0.005087,0.006839,0.045725,0.045919,0.04107,0.033306,0.00276,0.002231,0.135831
AEO,0.003929,0.048181,0.027368,0.027421,0.1352,0.027203,0.024047,0.027018,0.390177,0.332208,0.641273,0.087514,0.07832,0.010313,0.015447,0.027237,0.027102,0.023854,0.020595,0.041814,0.020987,0.147541
AEP,0.038579,0.0192,0.108317,0.107869,0.294335,0.106247,0.101801,0.118593,0.390628,0.284821,0.684405,0.128763,0.116883,0.008697,0.010532,0.106948,0.107504,0.105587,0.098391,0.016924,0.003517,0.051522
AXP,0.112955,0.041335,0.15986,0.148204,0.217265,0.147975,0.159308,0.166835,0.291818,0.26033,0.714386,0.165552,0.154784,0.007226,0.009258,0.149025,0.14894,0.155801,0.159707,0.007551,0.003088,0.030445
AIG,0.09947,0.084521,0.097109,0.096794,0.533017,0.095687,0.096314,0.100357,0.361077,0.322746,0.720942,0.152174,0.133713,0.005778,0.007064,0.096287,0.096945,0.09161,0.097759,0.00604,0.001598,0.023419
AMT,0.051944,0.012608,0.178355,0.178446,0.161996,0.176447,0.175825,0.188231,0.361113,0.304272,0.663968,0.117057,0.103366,0.019873,0.028893,0.176856,0.178438,0.172187,0.162457,0.01031,0.01115,0.053864
ABC,0.029677,0.009078,0.182983,0.182965,0.147993,0.181997,0.152066,0.178728,0.536957,0.384824,0.6413,0.143813,0.135436,0.010675,0.0138,0.18216,0.182889,0.162245,0.127399,0.007915,0.140033,0.081967
APH,0.023512,0.001815,0.103243,0.103054,0.155305,0.102129,0.09278,0.103148,0.420508,0.343484,0.669104,0.117614,0.103896,0.011299,0.014321,0.102157,0.103463,0.090194,0.088328,0.013695,0.005197,0.074941
